frame_position,frame_id,pred_x_head,pred_y_head,pred_x_tail,pred_y_tail,real_x_head,real_y_head,real_x_tail,real_y_tail,head_distance,tail_distance,nearest_head_idx,nearest_tail_idx
4778,0,92.63043212890624,115.63067626953124,100.04327392578124,117.04644775390624,95.79288025889969,113.915857605178,107.44336569579286,120.71197411003236,3.597453117370605,8.25817584991455,127,0
4778,1,93.90576171875,103.16436767578124,99.56072998046876,70.65899658203125,96.76375404530744,102.9126213592233,104.53074433656955,71.52103559870551,2.8690602779388428,5.0442214012146,127,0
4778,2,98.7388916015625,112.775146484375,130.9373779296875,114.45831298828124,98.05825242718448,115.21035598705502,130.74433656957927,118.12297734627832,2.528542280197144,3.669745922088623,127,0
4778,0,92.8338623046875,115.93255615234376,100.00640869140624,117.24169921875,95.79288025889969,113.915857605178,107.44336569579286,120.71197411003236,3.5809009075164795,8.206775665283203,127,0
4778,1,94.16650390625,103.10992431640624,99.5550537109375,70.492919921875,96.76375404530744,102.9126213592233,104.53074433656955,71.52103559870551,2.604735374450684,5.080801010131836,127,0
4778,2,98.813232421875,113.1370849609375,131.1600341796875,114.7115478515625,98.05825242718448,115.21035598705502,130.74433656957927,118.12297734627832,2.20645809173584,3.43666410446167,127,0
4779,0,92.92608642578124,116.2650146484375,99.47125244140624,116.82757568359376,98.38187702265373,114.88673139158576,107.76699029126212,121.03559870550164,5.627191066741943,9.301974296569824,127,0
4779,1,95.42437744140624,102.36444091796876,100.18389892578124,70.24493408203125,97.73462783171522,102.2653721682848,105.8252427184466,70.87378640776699,2.3123724460601807,5.676283836364746,127,0
4779,2,99.43701171875,113.33099365234376,131.3182373046875,114.1148681640625,98.05825242718448,116.50485436893204,130.0970873786408,118.12297734627832,3.4603989124298096,4.190004825592041,127,0
4779,0,93.38092041015624,117.08294677734376,99.72894287109376,116.94732666015624,98.38187702265373,114.88673139158576,107.76699029126212,121.03559870550164,5.461948871612549,9.01799201965332,127,0
4779,1,95.98553466796876,102.405029296875,100.533447265625,70.2271728515625,97.73462783171522,102.2653721682848,105.8252427184466,70.87378640776699,1.754658579826355,5.33115291595459,127,0
4779,2,99.3260498046875,114.301025390625,131.281494140625,114.34515380859376,98.05825242718448,116.50485436893204,130.0970873786408,118.12297734627832,2.5424728393554688,3.959137201309204,127,0
4780,0,92.7237548828125,116.18023681640624,102.02587890625,117.124267578125,99.02912621359224,114.88673139158576,108.0906148867314,120.06472491909386,6.436683177947998,6.739979267120361,127,0
4780,1,93.9716796875,102.61456298828124,101.7239990234375,71.20111083984375,95.79288025889969,102.9126213592233,106.4724919093851,70.87378640776699,1.8454264402389529,4.759757518768311,127,0
4780,2,99.420654296875,114.4512939453125,130.4150390625,115.5943603515625,98.05825242718448,116.8284789644013,129.7734627831715,118.44660194174756,2.7399158477783203,2.9235072135925293,127,0
4780,0,93.10260009765624,117.3087158203125,102.11810302734376,117.697265625,99.02912621359224,114.88673139158576,108.0906148867314,120.06472491909386,6.402323246002197,6.424622058868408,127,0
4780,1,94.4986572265625,102.98992919921876,101.90869140625,70.9998779296875,95.79288025889969,102.9126213592233,106.4724919093851,70.87378640776699,1.2965269088745115,4.56553840637207,127,0
4780,2,99.0118408203125,115.71417236328124,130.600830078125,116.2755126953125,98.05825242718448,116.8284789644013,129.7734627831715,118.44660194174756,1.4666311740875244,2.3233933448791504,127,0
4781,0,93.4666748046875,116.8175048828125,101.86376953125,116.86285400390624,97.73462783171522,115.85760517799352,109.70873786407766,121.03559870550164,4.374565124511719,8.885683059692383,127,0
4781,1,94.77105712890624,102.431640625,101.52215576171876,70.45916748046875,97.0873786407767,101.29449838187703,107.11974110032362,70.55016181229773,2.580397367477417,5.598327159881592,127,0
4781,2,98.4459228515625,115.0042724609375,130.107666015625,115.208740234375,97.0873786407767,117.79935275080906,128.4789644012945,119.0938511326861,3.1077523231506348,4.212690353393555,127,0
4781,0,93.89971923828124,117.6195068359375,101.84747314453124,117.58489990234376,97.73462783171522,115.85760517799352,109.70873786407766,121.03559870550164,4.220285892486572,8.5852689743042,127,0
4781,1,95.27642822265624,102.24957275390624,101.56353759765624,70.48052978515625,97.0873786407767,101.29449838187703,107.11974110032362,70.55016181229773,2.04736876487732,5.556642055511475,127,0
4781,2,98.5762939453125,115.91290283203124,130.0140380859375,116.03704833984376,97.0873786407767,117.79935275080906,128.4789644012945,119.0938511326861,2.40324068069458,3.4205996990203857,127,0
4782,0,92.72796630859376,117.3048095703125,102.80853271484376,117.36468505859376,97.41100323624596,115.53398058252426,109.06148867313917,120.3883495145631,5.006661891937256,6.945644378662109,127,0
4782,1,94.080078125,101.64031982421876,102.70782470703124,70.7811279296875,96.11650485436894,101.29449838187703,107.44336569579286,70.87378640776699,2.0655856132507324,4.736448764801025,127,0
4782,2,100.2178955078125,115.48681640625,130.63818359375,115.6715087890625,97.73462783171522,117.79935275080906,129.12621359223303,119.7411003236246,3.393295764923096,4.341386318206787,127,0
4782,0,93.1832275390625,118.3076171875,102.7271728515625,118.0501708984375,97.41100323624596,115.53398058252426,109.06148867313917,120.3883495145631,5.056396007537842,6.752080917358398,127,0
4782,1,94.70855712890624,101.9222412109375,102.748046875,70.80255126953125,96.11650485436894,101.29449838187703,107.44336569579286,70.87378640776699,1.5415552854537964,4.695860862731934,127,0
4782,2,99.8836669921875,116.60479736328124,130.563232421875,116.46185302734376,97.73462783171522,117.79935275080906,129.12621359223303,119.7411003236246,2.4587273597717285,3.580291986465454,127,0
4783,0,90.97039794921876,116.661376953125,104.5943603515625,119.056884765625,95.79288025889969,114.88673139158576,111.00323624595472,120.71197411003236,5.138644218444824,6.619138717651367,127,0
4783,1,91.8218994140625,101.70465087890624,104.284423828125,71.69061279296875,96.44012944983818,101.61812297734627,111.32686084142397,71.19741100323624,4.619043350219727,7.059683799743652,127,0
4783,2,100.4971923828125,115.03076171875,129.7711181640625,117.64208984375,97.41100323624596,117.79935275080906,129.12621359223303,120.3883495145631,4.146042823791504,2.82096529006958,127,0
4783,0,91.66436767578124,119.2379150390625,104.77532958984376,120.205078125,95.79288025889969,114.88673139158576,111.00323624595472,120.71197411003236,5.99811315536499,6.248499393463135,127,0
4783,1,92.777099609375,103.17926025390624,104.58807373046876,71.58526611328125,96.44012944983818,101.61812297734627,111.32686084142397,71.19741100323624,3.9818272590637207,6.749937057495117,127,0
4783,2,98.7874755859375,117.75762939453124,129.715087890625,118.87005615234376,97.41100323624596,117.79935275080906,129.12621359223303,120.3883495145631,1.3771047592163086,1.6284916400909424,127,0
4784,0,89.8394775390625,116.5780029296875,105.7154541015625,119.750732421875,96.11650485436894,115.85760517799352,110.03236245954692,121.68284789644012,6.318234920501709,4.7295637130737305,127,0
4784,1,90.63812255859376,101.21780395507812,105.53570556640624,71.67160034179688,95.79288025889969,103.5598705501618,110.67961165048546,71.84466019417476,5.661869049072266,5.146815776824951,127,0
4784,2,100.9517822265625,114.84490966796876,129.6168212890625,118.2462158203125,97.41100323624596,118.77022653721684,129.12621359223303,120.06472491909386,5.28632402420044,1.8835272789001465,127,0
4784,0,90.23724365234376,118.4215087890625,105.7568359375,120.77801513671876,96.11650485436894,115.85760517799352,110.03236245954692,121.68284789644012,6.413997173309326,4.3702239990234375,127,0
4784,1,91.259033203125,102.42971801757812,105.6944580078125,71.65780639648438,95.79288025889969,103.5598705501618,110.67961165048546,71.84466019417476,4.672577381134033,4.988653659820557,127,0
4784,2,99.669189453125,116.85577392578124,129.597900390625,119.40435791015624,97.41100323624596,118.77022653721684,129.12621359223303,120.06472491909386,2.9604949951171875,0.8115233182907104,127,0
4785,0,89.343017578125,117.2244873046875,106.4091796875,120.1627197265625,95.79288025889969,116.1812297734628,111.32686084142397,120.3883495145631,6.533688068389893,4.922852039337158,127,0
4785,1,90.1854248046875,100.83297729492188,106.38427734375,71.69375610351562,95.79288025889969,103.88349514563106,110.67961165048544,71.84466019417476,6.383506774902344,4.297983646392822,127,0
4785,2,101.216064453125,115.57366943359376,129.400634765625,118.70361328125,97.08737864077672,118.12297734627832,128.15533980582526,121.03559870550164,4.852320671081543,2.64365816116333,127,0
4785,0,89.3798828125,118.38177490234376,106.43133544921876,120.5474853515625,95.79288025889969,116.1812297734628,111.32686084142397,120.3883495145631,6.780036926269531,4.898108959197998,127,0
4785,1,90.4571533203125,102.26412963867188,106.55377197265624,71.82522583007812,95.79288025889969,103.88349514563106,110.67961165048544,71.84466019417476,5.576045513153076,4.125885009765625,127,0
4785,2,99.7286376953125,116.88604736328124,129.2330322265625,119.205078125,97.08737864077672,118.12297734627832,128.15533980582526,121.03559870550164,2.91654634475708,2.1242029666900635,127,0
4786,0,89.36492919921875,118.9302978515625,107.13763427734376,119.82647705078124,94.49838187702264,117.15210355987055,111.97411003236247,121.35922330097088,5.432706832885742,5.073543071746826,127,0
4786,1,90.0885009765625,101.02517700195312,107.10693359375,72.67526245117188,96.44012944983818,104.20711974110031,111.32686084142397,72.168284789644,7.104083061218262,4.250270366668701,127,0
4786,2,101.2000732421875,117.5667724609375,128.5875244140625,118.5035400390625,96.11650485436894,119.0938511326861,127.50809061488673,122.33009708737865,5.307974338531494,3.975889205932617,127,0
4786,0,89.40008544921875,119.76812744140624,107.3028564453125,120.72430419921876,94.49838187702264,117.15210355987055,111.97411003236247,121.35922330097088,5.730287551879883,4.714208602905273,127,0
4786,1,90.3458251953125,102.43624877929688,107.384521484375,72.36416625976562,96.44012944983818,104.20711974110031,111.32686084142397,72.168284789644,6.34638261795044,3.947200536727905,127,0
4786,2,99.6943359375,118.49688720703124,128.7921142578125,119.5113525390625,96.11650485436894,119.0938511326861,127.50809061488673,122.33009708737865,3.627287149429321,3.0974223613739014,127,0
4787,0,88.71527099609375,120.2718505859375,107.81317138671876,121.49908447265624,94.8220064724919,117.79935275080906,114.23948220064726,122.33009708737865,6.588281154632568,6.479815483093262,127,0
4787,1,89.495849609375,100.28347778320312,107.90936279296876,71.67672729492188,95.46925566343042,103.88349514563106,113.2686084142395,71.84466019417476,6.974356651306152,5.361875534057617,127,0
4787,2,100.85498046875,117.865234375,128.43115234375,119.1380615234375,95.79288025889969,119.7411003236246,127.831715210356,122.97734627831716,5.398497581481934,3.8858001232147217,127,0
4787,0,88.78472900390625,120.87738037109376,108.10516357421876,122.2724609375,94.8220064724919,117.79935275080906,114.23948220064726,122.33009708737865,6.776648044586182,6.134586334228516,127,0
4787,1,89.751708984375,101.78646850585938,108.2769775390625,71.36544799804688,95.46925566343042,103.88349514563106,113.2686084142395,71.84466019417476,6.089977264404297,5.014580726623535,127,0
4787,2,99.29345703125,118.53240966796876,128.673095703125,119.99700927734376,95.79288025889969,119.7411003236246,127.831715210356,122.97734627831716,3.7033770084381104,3.0968267917633057,127,0
4788,0,87.9385986328125,120.20245361328124,108.3958740234375,121.54608154296876,94.1747572815534,118.77022653721684,114.5631067961165,123.62459546925568,6.398513317108154,6.508073806762695,127,0
4788,1,88.66156005859375,99.38113403320312,108.59429931640624,71.68307495117188,95.46925566343042,104.20711974110031,114.5631067961165,71.84466019417476,8.34475040435791,5.9709978103637695,127,0
4788,2,102.8304443359375,117.84417724609376,129.3876953125,119.2122802734375,97.0873786407767,120.06472491909386,128.80258899676377,121.03559870550164,6.157405376434326,1.914901614189148,127,0
4788,0,87.9517822265625,121.0509033203125,108.56365966796876,122.4404296875,94.1747572815534,118.77022653721684,114.5631067961165,123.62459546925568,6.627739429473877,6.115198612213135,127,0
4788,1,88.8785400390625,100.79269409179688,108.86968994140624,71.55776977539062,95.46925566343042,104.20711974110031,114.5631067961165,71.84466019417476,7.422656059265137,5.700644016265869,127,0
4788,2,101.3431396484375,118.77117919921876,129.4246826171875,120.19976806640624,97.0873786407767,120.06472491909386,128.80258899676377,121.03559870550164,4.448006629943848,1.0419319868087769,127,0
4789,0,88.11004638671875,121.10931396484376,109.2491455078125,122.611328125,93.52750809061487,119.7411003236246,116.1812297734628,124.91909385113269,5.587568759918213,7.306130409240723,127,0
4789,1,88.66448974609375,98.81649780273438,109.36895751953124,71.71243286132812,94.82200647249192,102.9126213592233,113.915857605178,71.84466019417475,7.395487308502197,4.548820018768311,127,0
4789,2,103.4891357421875,118.9559326171875,129.3973388671875,120.47784423828124,98.38187702265373,121.0355987055016,126.86084142394822,122.33009708737865,5.5144476890563965,3.1408047676086426,127,0
4789,0,88.15545654296875,122.3609619140625,109.4017333984375,123.42340087890625,93.52750809061487,119.7411003236246,116.1812297734628,124.91909385113269,5.976840972900391,6.942524433135986,127,0
4789,1,88.97698974609375,100.91470336914062,109.6708984375,71.97543334960938,94.82200647249192,102.9126213592233,113.915857605178,71.84466019417475,6.1770453453063965,4.2469706535339355,127,0
4789,2,101.3140869140625,120.280517578125,129.0625,121.34893798828125,98.38187702265373,121.0355987055016,126.86084142394822,122.33009708737865,3.0278737545013428,2.410388708114624,127,0
